"filename", "language", "Markdown", "JSON with Comments", "TypeScript", "MS SQL", "Properties", "JSON", "JavaScript", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\billing\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\billing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 347, 0, 7, 20, 374
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\billing\subscription\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 419, 0, 6, 25, 450
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 400, 0, 14, 22, 436
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 121, 0, 2, 6, 129
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\notifications\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 322, 0, 1, 17, 340
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\pricing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 332, 0, 7, 18, 357
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\projects\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 721, 0, 3, 17, 741
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\projects\[id]\timeline\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 237, 0, 2, 10, 249
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\projects\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\projects\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 389, 0, 154, 15, 558
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\search\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\search\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 317, 0, 5, 15, 337
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\settings\automation\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 320, 0, 0, 10, 330
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\settings\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 733, 0, 11, 41, 785
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\settings\workspace\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 309, 0, 0, 9, 318
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\subscription\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 258, 0, 10, 18, 286
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\tasks\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 4, 50
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\tasks\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 9, 220
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\team\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\team\members\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\team\members\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 339, 0, 0, 7, 346
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\team\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 467, 0, 5, 19, 491
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\(dashboard)\team\permissions\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 9, 281
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\forgot-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 173, 0, 4, 14, 191
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 6, 126
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 3, 39
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 542, 0, 9, 25, 576
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\reset-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 340, 0, 14, 29, 383
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\signin\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 232, 0, 4, 25, 261
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\signup\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 442, 0, 8, 31, 481
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\app\verify-email\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 14, 143
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components.json", "JSON", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\admin-dashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 340, 0, 10, 20, 370
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\analytics\analytics-wrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 44, 0, 1, 9, 54
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\analytics\page-view-tracker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 52, 0, 3, 10, 65
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\examples\analytics-examples.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 180, 0, 7, 19, 206
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\ab-testing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 471, 0, 13, 29, 513
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\advanced-feature-gate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 171, 0, 32, 47, 250
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\feature-gate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 15, 66
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\gradual-rollout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 327, 0, 7, 19, 353
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\kill-switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 205, 0, 6, 21, 232
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\personalization.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 465, 0, 13, 29, 507
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\session-recording.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 496, 0, 14, 32, 542
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\feature-flags\surveys.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 534, 0, 8, 30, 572
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\mention-system.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 12, 130
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 14, 153
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\providers\posthog-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 55, 0, 7, 13, 75
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\theme-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 15, 142
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 7, 51
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 6, 37
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 6, 58
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 9, 77
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 14, 123
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 19, 202
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 4, 23
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 6, 27
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 14, 160
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 32
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 16
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 5, 30
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 8, 56
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 4, 23
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\components\upgrade-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 320, 0, 11, 32, 363
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\hooks\use-analytics.ts", "TypeScript", 0, 0, 111, 0, 0, 0, 0, 0, 0, 13, 23, 147
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\hooks\use-auth.ts", "TypeScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 6, 24, 164
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\hooks\use-feature-flags.ts", "TypeScript", 0, 0, 82, 0, 0, 0, 0, 0, 0, 9, 23, 114
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\hooks\use-surveys.ts", "TypeScript", 0, 0, 100, 0, 0, 0, 0, 0, 0, 16, 24, 140
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\lib\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\lib\billing.ts", "TypeScript", 0, 0, 151, 0, 0, 0, 0, 0, 0, 12, 24, 187
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\lib\posthog.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 4, 7, 42
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\lib\supabase.ts", "TypeScript", 0, 0, 159, 0, 0, 0, 0, 0, 0, 1, 4, 164
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\lib\utils.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\middleware.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 10, 4, 25
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\next.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 5
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\package-lock.json", "JSON", 0, 0, 0, 0, 0, 5410, 0, 0, 0, 0, 1, 5411
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\package.json", "JSON", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 1, 87
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 2, 9
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\supabase-schema-fixed.sql", "MS SQL", 0, 0, 0, 196, 0, 0, 0, 0, 0, 48, 29, 273
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\supabase-schema.sql", "MS SQL", 0, 0, 0, 196, 0, 0, 0, 0, 0, 51, 31, 278
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\tailwind.config.ts", "TypeScript", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 2, 64
"c:\Users\MunakalaParthaSaradh\Desktop\Posthog\tasks\tsconfig.json", "JSON with Comments", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"Total", "-", 1964, 29, 846, 392, 5, 5518, 8, 14279, 120, 586, 1740, 25487
